Date Range,28 Mar. 2017 - 27 Apr. 2017
Date & time,User,Campaign,Ad group,Changes
10/04/2017 11:51:49 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC decreased
  ""my web site"": Max CPC changes decrease from $25.00 to $23.00"
10/04/2017 11:51:16 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC decreased
  ""your web site"": Max CPC changes decrease from $30.00 to $28.00"
10/04/2017 11:51:07 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC decreased
  ""my web site"": Max CPC changes decrease from $26.00 to $25.00"
10/04/2017 11:49:28 AM,wme.cameron@gmail.com,Website,Search Engine,"1 broad match keyword max. CPC increased
  +my +website on +google: Max CPC changes increase from $45.00 to $47.00"
10/04/2017 9:45:10 AM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 phrase match keyword max. CPC decreased
  ""ad website"": Max CPC changes decrease from $15.00 to $13.00"
09/04/2017 11:50:22 PM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC decreased
  ""my website"": Max CPC changes decrease from $35.00 to $31.00"
07/04/2017 12:53:40 PM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC decreased
  ""my web site"": Max CPC changes decrease from $28.00 to $26.00"
07/04/2017 12:53:31 PM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC decreased
  ""your web site"": Max CPC changes decrease from $32.00 to $30.00"
07/04/2017 12:53:22 PM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC decreased
  ""my web site"": Max CPC changes decrease from $32.00 to $28.00"
06/04/2017 11:16:07 AM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 broad match keyword max. CPC increased
  +advertise +my +website: Max CPC changes increase from $7.54 to $12.00"
06/04/2017 11:13:59 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""traffic to your website"": Max CPC changes increase from $33.00 to $35.00"
06/04/2017 11:13:53 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""my website"": Max CPC changes increase from $32.00 to $35.00"
06/04/2017 11:13:48 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""your website"": Max CPC changes increase from $32.00 to $35.00"
06/04/2017 9:52:51 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""your web site"": Max CPC changes increase from $30.00 to $32.00"
06/04/2017 9:52:43 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""traffic to your website"": Max CPC changes increase from $29.00 to $33.00"
06/04/2017 9:52:34 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to make your website appear on google"": Max CPC changes increase from $35.00 to $37.00"
06/04/2017 9:52:26 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""+my +website"": Max CPC changes increase from $27.00 to $32.00"
06/04/2017 9:52:18 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""your website"": Max CPC changes increase from $29.00 to $32.00"
05/04/2017 2:19:38 PM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword paused
  ""promotional website"": status changed from enabled to paused"
05/04/2017 2:18:38 PM,wme.cameron@gmail.com,Website,Promote - website,"1 negative exact match keyword added
  -[jim beam promotional website]"
05/04/2017 10:51:00 AM,wme.cameron@gmail.com,Website,Seen - get my website,"1 phrase match keyword max. CPC increased
  ""how to get my website noticed"": Max CPC changes increase from $45.00 to $48.00"
05/04/2017 10:50:00 AM,wme.cameron@gmail.com,Website,Promote - my web site,"1 phrase match keyword max. CPC decreased
  ""advertise my web site"": Max CPC changes decrease from $30.00 to $28.00"
05/04/2017 10:48:29 AM,wme.cameron@gmail.com,Website,Page One,"1 phrase match keyword max. CPC increased
  ""first page of google"": Max CPC changes increase from $47.00 to $48.00"
05/04/2017 10:48:15 AM,wme.cameron@gmail.com,Website,Page One,"1 broad match keyword max. CPC increased
  how to get on +google +front +page: Max CPC changes increase from $40.00 to $42.00"
05/04/2017 10:48:07 AM,wme.cameron@gmail.com,Website,Page One,"1 broad match keyword max. CPC increased
  how to get on +google +first +page: Max CPC changes increase from $42.00 to $44.00"
05/04/2017 10:47:48 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""your website"": Max CPC changes increase from $27.00 to $29.00"
05/04/2017 10:47:38 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC decreased
  ""your web site"": Max CPC changes decrease from $33.00 to $30.00"
05/04/2017 10:47:28 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""traffic to your website"": Max CPC changes increase from $26.00 to $29.00"
05/04/2017 10:47:18 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""+my +website"": Max CPC changes increase from $25.00 to $27.00"
05/04/2017 10:47:09 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to make your website appear on google"": Max CPC changes increase from $33.00 to $35.00"
05/04/2017 10:47:01 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""my website"": Max CPC changes increase from $30.00 to $32.00"
05/04/2017 10:46:56 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""your website"": Max CPC changes increase from $26.00 to $27.00"
05/04/2017 3:23:08 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to optimize my website"": Max. CPC changed from default ($22.70) to $32.00"
05/04/2017 3:23:08 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to optimize my website"""
05/04/2017 3:22:17 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to find my website"": Max. CPC changed from default ($22.70) to $32.00"
05/04/2017 3:22:17 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to find my website"""
04/04/2017 12:25:42 PM,wme.cameron@gmail.com,Website,Promote - my website,"1 broad match keyword max. CPC increased
  how to +promote +my +website: Max. CPC changed from default ($25.00) to $32.00"
04/04/2017 12:23:49 PM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 broad match keyword max. CPC increased
  +advertise +my +website: Max CPC changes increase from $7.00 to $7.54"
04/04/2017 12:23:42 PM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 broad match keyword max. CPC decreased
  +advertise +my +website: Max CPC changes decrease from $9.00 to $7.00"
04/04/2017 12:23:14 PM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword max. CPC increased
  ""promoting website"": Max CPC changes increase from $18.00 to $21.00"
04/04/2017 12:23:02 PM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword max. CPC increased
  ""promote web site"": Max CPC changes increase from $6.00 to $12.00"
04/04/2017 12:22:49 PM,wme.cameron@gmail.com,Website,Promote - website,"1 broad match keyword max. CPC increased
  +advertise +your +web site: Max CPC changes increase from $17.50 to $20.00"
04/04/2017 12:22:40 PM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword max. CPC decreased
  ""how to promote your website"": Max CPC changes decrease from $35.00 to $31.00"
04/04/2017 12:22:30 PM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword max. CPC increased
  ""advertise your website"": Max CPC changes increase from $12.00 to $19.00"
04/04/2017 12:22:21 PM,wme.cameron@gmail.com,Website,Promote - website,"1 broad match keyword max. CPC increased
  promote website on google: Max CPC changes increase from $36.00 to $38.00"
04/04/2017 12:22:14 PM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword max. CPC increased
  ""promote your website"": Max CPC changes increase from $38.00 to $43.00"
04/04/2017 3:25:11 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword max. CPC decreased
  ""how to seo you own ewebsite"": Max. CPC changed from default ($25.00) to $20.00"
04/04/2017 3:25:11 AM,wme.cameron@gmail.com,Website,SEO,"1 phrase match keyword added
  ""how to seo you own ewebsite"""
04/04/2017 3:24:54 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how to add keywords to your website for google search"": Max. CPC changed from default ($22.70) to $26.00"
04/04/2017 3:24:54 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how to add keywords to your website for google search"""
04/04/2017 3:24:09 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""how many visit my website"": Max. CPC changed from default ($22.70) to $32.00"
04/04/2017 3:24:09 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword added
  ""how many visit my website"""
04/04/2017 3:23:57 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword max. CPC decreased
  ""promotion website inspiration"": Max. CPC changed from default ($25.00) to $22.00"
04/04/2017 3:23:57 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword added
  ""promotion website inspiration"""
04/04/2017 3:23:24 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword max. CPC increased
  ""google url submission page"": Max. CPC changed from default ($25.00) to $36.00"
04/04/2017 3:23:23 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword added
  ""google url submission page"""
04/04/2017 3:22:55 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword max. CPC increased
  ""promote your website free"": Max. CPC changed from default ($25.00) to $38.00"
04/04/2017 3:22:55 AM,wme.cameron@gmail.com,Website,Promote - website,"1 phrase match keyword added
  ""promote your website free"""
03/04/2017 11:47:08 AM,wme.cameron@gmail.com,Website,Website #2,"1 phrase match keyword max. CPC increased
  ""+my +website"": Max CPC changes increase from $22.00 to $25.00"
03/04/2017 11:45:40 AM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 phrase match keyword max. CPC decreased
  ""how to advertise a website"": Max CPC changes decrease from $20.00 to $15.00"
03/04/2017 11:45:27 AM,wme.cameron@gmail.com,Website,Promote - advertising my website,"1 phrase match keyword max. CPC decreased
  ""advertise my website"": Max CPC changes decrease from $6.00 to $5.00"
